epoch,step,train_loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,49,0.695391833782196,,,,,
0,99,0.5631823539733887,,,,,
0,149,0.4670087695121765,,,,,
0,189,,0.8845000267028809,0.8853598237037659,0.3207516372203827,0.8788177371025085,0.8920000195503235
1,199,0.3137376308441162,,,,,
1,249,0.3137607276439667,,,,,
1,299,0.2687956988811493,,,,,
1,349,0.23207542300224304,,,,,
1,379,,0.9054999947547913,0.9104689955711365,0.23196272552013397,0.8649864792823792,0.9610000252723694
2,399,0.24516718089580536,,,,,
2,449,0.26491907238960266,,,,,
2,499,0.14399538934230804,,,,,
2,549,0.3283100128173828,,,,,
2,569,,0.9049999713897705,0.9125230312347412,0.2446591854095459,0.8455631136894226,0.9909999966621399
3,599,0.15843239426612854,,,,,
3,649,0.12993885576725006,,,,,
3,699,0.1553993821144104,,,,,
3,749,0.09973689168691635,,,,,
3,759,,0.9244999885559082,0.92833411693573,0.17822501063346863,0.8834688067436218,0.9779999852180481
4,799,0.20592892169952393,,,,,
4,849,0.08854940533638,,,,,
4,899,0.12283482402563095,,,,,
4,949,0.17865227162837982,,,,,
4,949,,0.9265000224113464,0.9306930899620056,0.1749100387096405,0.8804638981819153,0.9869999885559082
5,999,0.217969611287117,,,,,
5,1049,0.13501068949699402,,,,,
5,1099,0.12384376674890518,,,,,
5,1139,,0.9004999995231628,0.9091739058494568,0.25272154808044434,0.8362720608711243,0.9959999918937683
6,1149,0.17765846848487854,,,,,
6,1199,0.19665542244911194,,,,,
6,1249,0.04752771928906441,,,,,
6,1299,0.11682769656181335,,,,,
6,1329,,0.9365000128746033,0.9396674633026123,0.1503589153289795,0.8950226306915283,0.9890000224113464
7,1349,0.08683046698570251,,,,,
7,1399,0.0681348666548729,,,,,
7,1449,0.1680215448141098,,,,,
7,1499,0.11325816065073013,,,,,
7,1519,,0.9359999895095825,0.939451277256012,0.1585870385169983,0.8913823962211609,0.9929999709129333
8,1549,0.13173986971378326,,,,,
8,1599,0.1698961853981018,,,,,
8,1649,0.08445058763027191,,,,,
8,1699,0.06091700494289398,,,,,
8,1709,,0.9265000224113464,0.9312120079994202,0.17466610670089722,0.8751099109649658,0.9950000047683716
9,1749,0.07239463180303574,,,,,
9,1799,0.10398538410663605,,,,,
9,1849,0.06215296685695648,,,,,
9,1899,0.09312023967504501,,,,,
9,1899,,0.9070000052452087,0.9146788716316223,0.23045818507671356,0.8449152708053589,0.996999979019165
10,1949,0.139243945479393,,,,,
10,1999,0.1955420821905136,,,,,
10,2049,0.06651861220598221,,,,,
10,2089,,0.9294999837875366,0.9339578747749329,0.1701023280620575,0.8784140944480896,0.996999979019165
11,2099,0.06382903456687927,,,,,
11,2149,0.08994756639003754,,,,,
11,2199,0.055658090859651566,,,,,
11,2249,0.18558534979820251,,,,,
11,2279,,0.9294999837875366,0.9338959455490112,0.1717812567949295,0.8790820837020874,0.9959999918937683
