epoch,step,train_loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,49,0.5608860850334167,,,,,
0,99,0.32155635952949524,,,,,
0,149,0.17464104294776917,,,,,
0,189,,0.902999997138977,0.9114963412284851,0.25547027587890625,0.838087260723114,0.9990000128746033
1,199,0.1238323375582695,,,,,
1,249,0.11526452749967575,,,,,
1,299,0.07084307819604874,,,,,
1,349,0.16319167613983154,,,,,
1,379,,0.8309999704360962,0.8554319739341736,0.43109753727912903,0.7473841309547424,1.0
2,399,0.09098418056964874,,,,,
2,449,0.07902819663286209,,,,,
2,499,0.07173372060060501,,,,,
2,549,0.060930680483579636,,,,,
2,569,,0.9254999756813049,0.9306654334068298,0.18484407663345337,0.870322048664093,1.0
3,599,0.07684896141290665,,,,,
3,649,0.03352507948875427,,,,,
3,699,0.07450371980667114,,,,,
3,749,0.04525015875697136,,,,,
3,759,,0.9745000004768372,0.9749385714530945,0.06160898506641388,0.9584541320800781,0.9919999837875366
4,799,0.06807627528905869,,,,,
4,849,0.08162407577037811,,,,,
4,899,0.0377427414059639,,,,,
4,949,0.1259242594242096,,,,,
4,949,,0.968500018119812,0.9693728685379028,0.08944880962371826,0.9432355761528015,0.996999979019165
5,999,0.032320257276296616,,,,,
5,1049,0.03681366518139839,,,,,
5,1099,0.03283901512622833,,,,,
5,1139,,0.9334999918937683,0.9375879764556885,0.18397127091884613,0.883289098739624,0.9990000128746033
6,1149,0.038024090230464935,,,,,
6,1199,0.0791797935962677,,,,,
6,1249,0.023160982877016068,,,,,
6,1299,0.023370113223791122,,,,,
6,1329,,0.9330000281333923,0.9369708299636841,0.17619052529335022,0.8845470547676086,0.9959999918937683
7,1349,0.0464913509786129,,,,,
7,1399,0.04931333661079407,,,,,
7,1449,0.05142957344651222,,,,,
7,1499,0.048854049295186996,,,,,
7,1519,,0.9764999747276306,0.9768586754798889,0.06433770060539246,0.9621726274490356,0.9919999837875366
8,1549,0.012320084497332573,,,,,
8,1599,0.008251931518316269,,,,,
8,1649,0.004580008331686258,,,,,
8,1699,0.060811951756477356,,,,,
8,1709,,0.9764999747276306,0.9768586754798889,0.06662169098854065,0.9621726274490356,0.9919999837875366
9,1749,0.018849361687898636,,,,,
9,1799,0.008722241967916489,,,,,
9,1849,0.06277422606945038,,,,,
9,1899,0.0180710069835186,,,,,
9,1899,,0.9764999747276306,0.9769041538238525,0.07123492658138275,0.9603864550590515,0.9940000176429749
10,1949,0.01868191547691822,,,,,
10,1999,0.0214485265314579,,,,,
10,2049,0.012475958094000816,,,,,
10,2089,,0.9300000071525574,0.9343954920768738,0.18214698135852814,0.8791887164115906,0.996999979019165
11,2099,0.025322284549474716,,,,,
11,2149,0.009912842884659767,,,,,
11,2199,0.006412117276340723,,,,,
11,2249,0.007503225933760405,,,,,
11,2279,,0.9330000281333923,0.9367327690124512,0.2194342464208603,0.8872987627983093,0.9919999837875366
12,2299,0.07061838358640671,,,,,
12,2349,0.04451887309551239,,,,,
12,2399,0.008347803726792336,,,,,
12,2449,0.04956085979938507,,,,,
12,2469,,0.9465000033378601,0.9487793445587158,0.1491590142250061,0.9100092053413391,0.9909999966621399
13,2499,0.004101757891476154,,,,,
13,2549,0.0506887212395668,,,,,
13,2599,0.001559991855174303,,,,,
13,2649,0.007420433219522238,,,,,
13,2659,,0.972000002861023,0.9724680185317993,0.0874607190489769,0.9564796686172485,0.9890000224113464
14,2699,0.05251104012131691,,,,,
14,2749,0.020411016419529915,,,,,
14,2799,0.006449672393500805,,,,,
14,2849,0.009814807213842869,,,,,
14,2849,,0.9695000052452087,0.9702584147453308,0.10294970870018005,0.9467174410820007,0.9950000047683716
