epoch,step,train_loss,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,49,0.8103219866752625,,,,,
0,99,0.700625479221344,,,,,
0,149,0.8480240106582642,,,,,
0,189,,0.5509999990463257,0.6551459431648254,0.7628317475318909,0.5317955017089844,0.8529999852180481
1,199,0.8390254974365234,,,,,
1,249,0.5851274132728577,,,,,
1,299,0.6558971405029297,,,,,
1,349,0.6036267876625061,,,,,
1,379,,0.5770000219345093,0.6658768057823181,0.7265365123748779,0.5502610802650452,0.8429999947547913
2,399,0.6103455424308777,,,,,
2,449,0.641295313835144,,,,,
2,499,0.7171486020088196,,,,,
2,549,0.658161997795105,,,,,
2,569,,0.6010000109672546,0.6761363744735718,0.6953704357147217,0.568989098072052,0.8330000042915344
3,599,0.5476567149162292,,,,,
3,649,0.5440231561660767,,,,,
3,699,0.7256170511245728,,,,,
3,749,0.587256669998169,,,,,
3,759,,0.6184999942779541,0.6858789920806885,0.6683626770973206,0.5829251408576965,0.8330000042915344
4,799,0.726183295249939,,,,,
4,849,0.6480810046195984,,,,,
4,899,0.6673985123634338,,,,,
4,949,0.6020684242248535,,,,,
4,949,,0.6449999809265137,0.7014297842979431,0.6444517374038696,0.6052249670028687,0.8339999914169312
5,999,0.6891734600067139,,,,,
5,1049,0.5559423565864563,,,,,
5,1099,0.49744418263435364,,,,,
5,1139,,0.6654999852180481,0.7132447361946106,0.622908353805542,0.6241560578346252,0.8320000171661377
6,1149,0.6118938326835632,,,,,
6,1199,0.5975778698921204,,,,,
6,1249,0.5571736693382263,,,,,
6,1299,0.5759989023208618,,,,,
6,1329,,0.6949999928474426,0.7317501902580261,0.6034221649169922,0.6530612111091614,0.8320000171661377
7,1349,0.5474177598953247,,,,,
7,1399,0.5216473937034607,,,,,
7,1449,0.550310492515564,,,,,
7,1499,0.5639076232910156,,,,,
7,1519,,0.7160000205039978,0.7452914714813232,0.5858831405639648,0.6756097674369812,0.8309999704360962
8,1549,0.5659767985343933,,,,,
8,1599,0.529728889465332,,,,,
8,1649,0.5248476266860962,,,,,
8,1699,0.5426692366600037,,,,,
8,1709,,0.7329999804496765,0.757713258266449,0.5702691674232483,0.6935216188430786,0.8349999785423279
9,1749,0.5608305335044861,,,,,
9,1799,0.5249245166778564,,,,,
9,1849,0.5096290111541748,,,,,
9,1899,0.4768432378768921,,,,,
9,1899,,0.7515000104904175,0.772122859954834,0.5556408166885376,0.712955117225647,0.8420000076293945
10,1949,0.5318397879600525,,,,,
10,1999,0.5491607189178467,,,,,
10,2049,0.5846112966537476,,,,,
10,2089,,0.7649999856948853,0.782608687877655,0.5421743988990784,0.7280550599098206,0.8460000157356262
11,2099,0.565548837184906,,,,,
11,2149,0.5186382532119751,,,,,
11,2199,0.5837119817733765,,,,,
11,2249,0.5539448261260986,,,,,
11,2279,,0.7799999713897705,0.7936210036277771,0.5300650000572205,0.7473497986793518,0.8460000157356262
12,2299,0.5344508290290833,,,,,
12,2349,0.5208967924118042,,,,,
12,2399,0.5143482089042664,,,,,
12,2449,0.5195890665054321,,,,,
12,2469,,0.7910000085830688,0.8026440143585205,0.5185778737068176,0.7602862119674683,0.8500000238418579
13,2499,0.5411359071731567,,,,,
13,2549,0.45600059628486633,,,,,
13,2599,0.385092169046402,,,,,
13,2649,0.5034497976303101,,,,,
